"supplier","region","province","site_name","site_id","province_id","location_id","ccpero","red_id","orden_id","longitude","latitude","utm_easting","utm_northing","s2cell_18","node_name","root_element","cell_name","egnodeb_rnc_id","bsc_rnc","mcc","mnc","lac_tac","ci","bsic_sc_pci","dl_arfcn","tch_list","azimuth","beamwidth","transmit_power","antenna_model","dw_mechanical","dw_electrical","height","is_active","band","is_indoor","is_small_cell","sector_type","town","sector_id","tech_id","cgi_tech","pilot_power","dl_bwidth","registration_date","mo_ref","mo_ref_keys","dl_arfcn_ssb"
"ericsson","GRCatalunya","BARCELONA","ATW-V 40704 VIA JULIA","802629","8","2629","","","","2.1793041","41.443672","932727","4600975","12a4bd192d","MSR_B_VIA_JULIA_01","","VIA_JULIA_0802629640102","80239","","214","7","8662","14002","311","","","180","65","45.8","ASI4518R39v06_2100_7","0","6","21.8","1","2100","0","0","IOT800-G900-U900-U2100-L800-L900-L1800-L2100-L2600-N700-N2100-N3500","BARCELONA","8026292","5","13146497785","","10000","2025-03-20T09:07:45.482507Z","","",""
"ericsson","GRCatalunya","BARCELONA","TURÓ PUTGET","801497","8","1497","","","","2.1466446","41.40551","930250","4596573","12a4a2a0c5","MSR_B_TURO_PUTGET_01","","TURO_PUTGET_0801497640102","80160","","214","7","8662","14002","50","","","135","59","47.4","4B+3X26_COMMSCOPE_60_6_17_1800","4","6","33.97","1","2100","0","0","IOT800-G900-U900-U2100-L800-L900-L1800-L2100-N700-N2100-N3500","BARCELONA","8014972","5","13133554425","","10000","2025-03-20T09:07:45.482507Z","","",""
"ericsson","GRCatalunya","BARCELONA","TURÓ PUTGET","801497","8","1497","","","","2.1466446","41.40551","930250","4596573","12a4a2a0c5","MSR_B_TURO_PUTGET_01","","TURO_PUTGET_0801497640103","80160","","214","7","8662","14003","780","","","210","59","47.4","4B+3X26_COMMSCOPE_60_2_17_1800","4","2","33.97","1","2100","0","0","IOT800-G900-U900-U2100-L800-L900-L1800-L2100-N700-N2100-N3500","BARCELONA","8014973","5","13133554435","","10000","2025-03-20T09:07:45.482507Z","","",""
"ericsson","GRCatalunya","BARCELONA","TURÓ PUTGET","801497","8","1497","","","","2.1466446","41.40551","930250","4596573","12a4a2a0c5","MSR_B_TURO_PUTGET_01","","TURO_PUTGET_0801497640101","80160","","214","7","8662","14001","745","","","310","59","47.4","DEFECTO","4","0","33.97","1","2100","0","0","IOT800-G900-U900-U2100-L800-L900-L1800-L2100-N700-N2100-N3500","BARCELONA","8014971","5","13133554415","","10000","2025-03-20T09:07:45.482507Z","","",""
"ericsson","GRCatalunya","BARCELONA","ATW-V 40704 VIA JULIA","802629","8","2629","","","","2.1793041","41.443672","932727","4600975","12a4bd192d","MSR_B_VIA_JULIA_01","","VIA_JULIA_0802629640101","80239","","214","7","8662","14001","309","","","70","65","45.8","ASI4518R39v06_2100_7","0","6","21.8","1","2100","0","0","IOT800-G900-U900-U2100-L800-L900-L1800-L2100-L2600-N700-N2100-N3500","BARCELONA","8026291","5","13146497775","","10000","2025-03-20T09:07:45.482507Z","","",""
"ericsson","GRCatalunya","BARCELONA","ATW-T2 45442 GRACIA/PLAÇA NORD","800486","8","486","8 486 60 1","60","1","2.1558313","41.4057","931017","4596640","12a4a2bca3","MSR_B_GRACIA_PLACA_NORD_EB_01","MSR_B_GRACIA_PLACA_NORD_EB_01","GRACIA_PLACA_NORD_EB_0800486600101","80338","","214","7","8662","1001","864","156600","","0","70","45.8","","0","9","5.4","0","700","0","0","IOT800-G900-L800-L900-L1800-L2100-L2600-N700-N2100-N3500","BARCELONA","8004861","5","13162587935","","10000","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_GRACIA_PLACA_NORD_EB_01,ManagedElement=MSR_B_GRACIA_PLACA_NORD_EB_01,GNBDUFunction=1,NRCellDU=GRACIA_PLACA_NORD_EB_0800486600101","SubNetwork/SubNetwork/MeContext/ManagedElement/GNBDUFunction/NRCellDU","156510"
"ericsson","GRCatalunya","BARCELONA","ATW-T2 45442 GRACIA/PLAÇA NORD","800486","8","486","8 486 60 1","60","1","2.1558313","41.4057","931017","4596640","12a4a2bca3","MSR_B_GRACIA_PLACA_NORD_EB_01","MSR_B_GRACIA_PLACA_NORD_EB_01","GRACIA_PLACA_NORD_EB_0800486600102","80338","","214","7","8662","1002","655","156600","","120","70","45.8","","0","10","5.4","0","700","0","0","IOT800-G900-L800-L900-L1800-L2100-L2600-N700-N2100-N3500","BARCELONA","8004862","5","13162587945","","10000","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_GRACIA_PLACA_NORD_EB_01,ManagedElement=MSR_B_GRACIA_PLACA_NORD_EB_01,GNBDUFunction=1,NRCellDU=GRACIA_PLACA_NORD_EB_0800486600102","SubNetwork/SubNetwork/MeContext/ManagedElement/GNBDUFunction/NRCellDU","156510"
"ericsson","GRCatalunya","BARCELONA","ATW-T2 45442 GRACIA/PLAÇA NORD","800486","8","486","8 486 60 1","60","1","2.1558313","41.4057","931017","4596640","12a4a2bca3","MSR_B_GRACIA_PLACA_NORD_EB_01","MSR_B_GRACIA_PLACA_NORD_EB_01","GRACIA_PLACA_NORD_EB_0800486600103","80338","","214","7","8662","1003","266","156600","","240","70","45.8","","0","7","5.4","0","700","0","0","IOT800-G900-L800-L900-L1800-L2100-L2600-N700-N2100-N3500","BARCELONA","8004863","5","13162587955","","10000","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_GRACIA_PLACA_NORD_EB_01,ManagedElement=MSR_B_GRACIA_PLACA_NORD_EB_01,GNBDUFunction=1,NRCellDU=GRACIA_PLACA_NORD_EB_0800486600103","SubNetwork/SubNetwork/MeContext/ManagedElement/GNBDUFunction/NRCellDU","156510"
"ericsson","GRCatalunya","BARCELONA","ATW-T2 45442 GRACIA/PLAÇA NORD","800486","8","486","8 486 64 1","64","1","2.1558313","41.4057","931017","4596640","12a4a2bca3","MSR_B_GRACIA_PLACA_NORD_EB_01","MSR_B_GRACIA_PLACA_NORD_EB_01","GRACIA_PLACA_NORD_EB_0800486640101","80338","","214","7","8660","14001","777","433000","","0","65","48.8","ASI4518R39v06_2100_7","0","6","28.35","1","2100","0","0","IOT800-G900-L800-L900-L1800-L2100-L2600-N700-N2100-N3500","BARCELONA","8004861","5","13162717935","","10000","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_GRACIA_PLACA_NORD_EB_01,ManagedElement=MSR_B_GRACIA_PLACA_NORD_EB_01,GNBDUFunction=1,NRCellDU=GRACIA_PLACA_NORD_EB_0800486640101","SubNetwork/SubNetwork/MeContext/ManagedElement/GNBDUFunction/NRCellDU","433450"
"ericsson","GRCatalunya","BARCELONA","ATW-T2 45442 GRACIA/PLAÇA NORD","800486","8","486","8 486 64 1","64","1","2.1558313","41.4057","931017","4596640","12a4a2bca3","MSR_B_GRACIA_PLACA_NORD_EB_01","MSR_B_GRACIA_PLACA_NORD_EB_01","GRACIA_PLACA_NORD_EB_0800486640102","80338","","214","7","8660","14002","527","433000","","120","65","48.8","ASI4518R39v06_2100_12","0","10","28.35","1","2100","0","0","IOT800-G900-L800-L900-L1800-L2100-L2600-N700-N2100-N3500","BARCELONA","8004862","5","13162717945","","10000","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_GRACIA_PLACA_NORD_EB_01,ManagedElement=MSR_B_GRACIA_PLACA_NORD_EB_01,GNBDUFunction=1,NRCellDU=GRACIA_PLACA_NORD_EB_0800486640102","SubNetwork/SubNetwork/MeContext/ManagedElement/GNBDUFunction/NRCellDU","433450"
"ericsson","GRCatalunya","BARCELONA","ATW-T2 45442 GRACIA/PLAÇA NORD","800486","8","486","8 486 64 1","64","1","2.1558313","41.4057","931017","4596640","12a4a2bca3","MSR_B_GRACIA_PLACA_NORD_EB_01","MSR_B_GRACIA_PLACA_NORD_EB_01","GRACIA_PLACA_NORD_EB_0800486640103","80338","","214","7","8660","14003","634","433000","","240","65","48.8","ASI4518R39v06_2100_7","0","6","28.35","1","2100","0","0","IOT800-G900-L800-L900-L1800-L2100-L2600-N700-N2100-N3500","BARCELONA","8004863","5","13162717955","","10000","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_GRACIA_PLACA_NORD_EB_01,ManagedElement=MSR_B_GRACIA_PLACA_NORD_EB_01,GNBDUFunction=1,NRCellDU=GRACIA_PLACA_NORD_EB_0800486640103","SubNetwork/SubNetwork/MeContext/ManagedElement/GNBDUFunction/NRCellDU","433450"
"ericsson","GRCatalunya","BARCELONA","ATW-T2 45442 GRACIA/PLAÇA NORD","800486","8","486","8 486 68 1","68","1","2.1558313","41.4057","931017","4596640","12a4a2bca3","MSR_B_GRACIA_PLACA_NORD_EB_01","MSR_B_GRACIA_PLACA_NORD_EB_01","GRACIA_PLACA_NORD_EB_0800486680101","80338","","214","7","8662","1","345","636666","","0","65","53.0","","0","5.9","7.0","0","3500","0","0","IOT800-G900-L800-L900-L1800-L2100-L2600-N700-N2100-N3500","BARCELONA","8004861","5","13162577935","","100000","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_GRACIA_PLACA_NORD_EB_01,ManagedElement=MSR_B_GRACIA_PLACA_NORD_EB_01,GNBDUFunction=1,NRCellDU=GRACIA_PLACA_NORD_EB_0800486680101","SubNetwork/SubNetwork/MeContext/ManagedElement/GNBDUFunction/NRCellDU","636576"
"ericsson","GRCatalunya","BARCELONA","ATW-T2 45442 GRACIA/PLAÇA NORD","800486","8","486","8 486 68 1","68","1","2.1558313","41.4057","931017","4596640","12a4a2bca3","MSR_B_GRACIA_PLACA_NORD_EB_01","MSR_B_GRACIA_PLACA_NORD_EB_01","GRACIA_PLACA_NORD_EB_0800486680102","80338","","214","7","8662","2","475","636666","","120","65","53.0","","0","8","7.0","0","3500","0","0","IOT800-G900-L800-L900-L1800-L2100-L2600-N700-N2100-N3500","BARCELONA","8004862","5","13162577945","","100000","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_GRACIA_PLACA_NORD_EB_01,ManagedElement=MSR_B_GRACIA_PLACA_NORD_EB_01,GNBDUFunction=1,NRCellDU=GRACIA_PLACA_NORD_EB_0800486680102","SubNetwork/SubNetwork/MeContext/ManagedElement/GNBDUFunction/NRCellDU","636576"
"ericsson","GRCatalunya","BARCELONA","ATW-T2 45442 GRACIA/PLAÇA NORD","800486","8","486","8 486 68 1","68","1","2.1558313","41.4057","931017","4596640","12a4a2bca3","MSR_B_GRACIA_PLACA_NORD_EB_01","MSR_B_GRACIA_PLACA_NORD_EB_01","GRACIA_PLACA_NORD_EB_0800486680103","80338","","214","7","8662","3","302","636666","","240","65","53.0","","0","4.9","7.0","0","3500","0","0","IOT800-G900-L800-L900-L1800-L2100-L2600-N700-N2100-N3500","BARCELONA","8004863","5","13162577955","","100000","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_GRACIA_PLACA_NORD_EB_01,ManagedElement=MSR_B_GRACIA_PLACA_NORD_EB_01,GNBDUFunction=1,NRCellDU=GRACIA_PLACA_NORD_EB_0800486680103","SubNetwork/SubNetwork/MeContext/ManagedElement/GNBDUFunction/NRCellDU","636576"
"ericsson","GRCatalunya","BARCELONA","PLAÇA TETUAN EB","800488","8","488","8 488 60 1","60","1","2.1749458","41.394047","932693","4595441","12a4a2e58f","MSR_B_PLACA_TETUAN_EB_01","MSR_B_PLACA_TETUAN_EB_01","PLACA_TETUAN_EB_0800488600101","80340","","214","7","8642","1001","851","156600","","0","70","45.8","","0","10","5.9","1","700","0","0","IOT800-G900-U900-U2100-L800-L900-L1800-L2100-L2600-N700-N2100-N3500","BARCELONA","8004881","5","13162915615","","10000","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_PLACA_TETUAN_EB_01,ManagedElement=MSR_B_PLACA_TETUAN_EB_01,GNBDUFunction=1,NRCellDU=PLACA_TETUAN_EB_0800488600101","SubNetwork/SubNetwork/MeContext/ManagedElement/GNBDUFunction/NRCellDU","156510"
"ericsson","GRCatalunya","BARCELONA","PLAÇA TETUAN EB","800488","8","488","8 488 60 1","60","1","2.1749458","41.394047","932693","4595441","12a4a2e58f","MSR_B_PLACA_TETUAN_EB_01","MSR_B_PLACA_TETUAN_EB_01","PLACA_TETUAN_EB_0800488600102","80340","","214","7","8642","1002","850","156600","","150","70","45.8","","0","5","5.9","1","700","0","0","IOT800-G900-U900-U2100-L800-L900-L1800-L2100-L2600-N700-N2100-N3500","BARCELONA","8004882","5","13162915625","","10000","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_PLACA_TETUAN_EB_01,ManagedElement=MSR_B_PLACA_TETUAN_EB_01,GNBDUFunction=1,NRCellDU=PLACA_TETUAN_EB_0800488600102","SubNetwork/SubNetwork/MeContext/ManagedElement/GNBDUFunction/NRCellDU","156510"
"ericsson","GRCatalunya","BARCELONA","PLAÇA TETUAN EB","800488","8","488","8 488 60 1","60","1","2.1749458","41.394047","932693","4595441","12a4a2e58f","MSR_B_PLACA_TETUAN_EB_01","MSR_B_PLACA_TETUAN_EB_01","PLACA_TETUAN_EB_0800488600103","80340","","214","7","8642","1003","849","156600","","250","70","45.8","","0","10","5.9","1","700","0","0","IOT800-G900-U900-U2100-L800-L900-L1800-L2100-L2600-N700-N2100-N3500","BARCELONA","8004883","5","13162915635","","10000","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_PLACA_TETUAN_EB_01,ManagedElement=MSR_B_PLACA_TETUAN_EB_01,GNBDUFunction=1,NRCellDU=PLACA_TETUAN_EB_0800488600103","SubNetwork/SubNetwork/MeContext/ManagedElement/GNBDUFunction/NRCellDU","156510"
"ericsson","GRCatalunya","BARCELONA","PLAÇA TETUAN EB","800488","8","488","8 488 64 1","64","1","2.1749458","41.394047","932693","4595441","12a4a2e58f","MSR_B_PLACA_TETUAN_EB_01","MSR_B_PLACA_TETUAN_EB_01","PLACA_TETUAN_EB_0800488640101","80340","","214","7","8642","14001","133","433000","","0","64","45.8","6878300G_2100_5","0","4","34.96","1","2100","0","0","IOT800-G900-U900-U2100-L800-L900-L1800-L2100-L2600-N700-N2100-N3500","BARCELONA","8004881","5","13163045615","","10000","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_PLACA_TETUAN_EB_01,ManagedElement=MSR_B_PLACA_TETUAN_EB_01,GNBDUFunction=1,NRCellDU=PLACA_TETUAN_EB_0800488640101","SubNetwork/SubNetwork/MeContext/ManagedElement/GNBDUFunction/NRCellDU","433450"
"ericsson","GRCatalunya","BARCELONA","PLAÇA TETUAN EB","800488","8","488","8 488 64 1","64","1","2.1749458","41.394047","932693","4595441","12a4a2e58f","MSR_B_PLACA_TETUAN_EB_01","MSR_B_PLACA_TETUAN_EB_01","PLACA_TETUAN_EB_0800488640102","80340","","214","7","8642","14002","134","433000","","150","64","45.8","6878300G_2100_5","0","7","34.96","1","2100","0","0","IOT800-G900-U900-U2100-L800-L900-L1800-L2100-L2600-N700-N2100-N3500","BARCELONA","8004882","5","13163045625","","10000","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_PLACA_TETUAN_EB_01,ManagedElement=MSR_B_PLACA_TETUAN_EB_01,GNBDUFunction=1,NRCellDU=PLACA_TETUAN_EB_0800488640102","SubNetwork/SubNetwork/MeContext/ManagedElement/GNBDUFunction/NRCellDU","433450"
"ericsson","GRCatalunya","BARCELONA","PLAÇA TETUAN EB","800488","8","488","8 488 64 1","64","1","2.1749458","41.394047","932693","4595441","12a4a2e58f","MSR_B_PLACA_TETUAN_EB_01","MSR_B_PLACA_TETUAN_EB_01","PLACA_TETUAN_EB_0800488640103","80340","","214","7","8642","14003","132","433000","","250","64","45.8","6878300G_2100_5","0","8","34.96","1","2100","0","0","IOT800-G900-U900-U2100-L800-L900-L1800-L2100-L2600-N700-N2100-N3500","BARCELONA","8004883","5","13163045635","","10000","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_PLACA_TETUAN_EB_01,ManagedElement=MSR_B_PLACA_TETUAN_EB_01,GNBDUFunction=1,NRCellDU=PLACA_TETUAN_EB_0800488640103","SubNetwork/SubNetwork/MeContext/ManagedElement/GNBDUFunction/NRCellDU","433450"
"ericsson","GRCatalunya","BARCELONA","PLAÇA TETUAN EB","800488","8","488","8 488 68 1","68","1","2.1749458","41.394047","932693","4595441","12a4a2e58f","MSR_B_PLACA_TETUAN_EB_01","MSR_B_PLACA_TETUAN_EB_01","PLACA_TETUAN_EB_0800488680101","80340","","214","7","8642","1","746","636666","","0","65","53.0","","0","5","6.6","1","3500","0","0","IOT800-G900-U900-U2100-L800-L900-L1800-L2100-L2600-N700-N2100-N3500","BARCELONA","8004881","5","13162905615","","100000","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_PLACA_TETUAN_EB_01,ManagedElement=MSR_B_PLACA_TETUAN_EB_01,GNBDUFunction=1,NRCellDU=PLACA_TETUAN_EB_0800488680101","SubNetwork/SubNetwork/MeContext/ManagedElement/GNBDUFunction/NRCellDU","636576"
"ericsson","GRCatalunya","BARCELONA","PLAÇA TETUAN EB","800488","8","488","8 488 68 1","68","1","2.1749458","41.394047","932693","4595441","12a4a2e58f","MSR_B_PLACA_TETUAN_EB_01","MSR_B_PLACA_TETUAN_EB_01","PLACA_TETUAN_EB_0800488680102","80340","","214","7","8642","2","436","636666","","150","65","53.0","","0","8","6.6","1","3500","0","0","IOT800-G900-U900-U2100-L800-L900-L1800-L2100-L2600-N700-N2100-N3500","BARCELONA","8004882","5","13162905625","","100000","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_PLACA_TETUAN_EB_01,ManagedElement=MSR_B_PLACA_TETUAN_EB_01,GNBDUFunction=1,NRCellDU=PLACA_TETUAN_EB_0800488680102","SubNetwork/SubNetwork/MeContext/ManagedElement/GNBDUFunction/NRCellDU","636576"
"ericsson","GRCatalunya","BARCELONA","PLAÇA TETUAN EB","800488","8","488","8 488 68 1","68","1","2.1749458","41.394047","932693","4595441","12a4a2e58f","MSR_B_PLACA_TETUAN_EB_01","MSR_B_PLACA_TETUAN_EB_01","PLACA_TETUAN_EB_0800488680103","80340","","214","7","8642","3","411","636666","","250","65","53.0","","0","8","6.6","1","3500","0","0","IOT800-G900-U900-U2100-L800-L900-L1800-L2100-L2600-N700-N2100-N3500","BARCELONA","8004883","5","13162905635","","100000","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_PLACA_TETUAN_EB_01,ManagedElement=MSR_B_PLACA_TETUAN_EB_01,GNBDUFunction=1,NRCellDU=PLACA_TETUAN_EB_0800488680103","SubNetwork/SubNetwork/MeContext/ManagedElement/GNBDUFunction/NRCellDU","636576"
"ericsson","GRCatalunya","BARCELONA","TURÓ PUTGET","801497","8","1497","8 1497 60 1","60","1","2.1466446","41.40551","930250","4596573","12a4a2a0c5","MSR_B_TURO_PUTGET_01","MSR_B_TURO_PUTGET_01","TURO_PUTGET_0801497600101","80160","","214","7","8662","1001","840","156600","","70","70","45.8","","0","0","5.8","1","700","0","0","IOT800-G900-U900-U2100-L800-L900-L1800-L2100-N700-N3500","BARCELONA","8014971","5","13133424415","","10000","2025-04-02T08:08:16.012851Z","SubNetwork=Barcelona,SubNetwork=MSR_Barcelona,MeContext=MSR_B_TURO_PUTGET_01,ManagedElement=MSR_B_TURO_PUTGET_01,GNBDUFunction=1,NRCellDU=TURO_PUTGET_0801497600101","SubNetwork/SubNetwork/MeContext/ManagedElement/GNBDUFunction/NRCellDU","156510"
